COUNTY,ZIP,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
26021,49119,NEW TROY,MI,0.000616984,0.000418994,0.000000000,0.000584273
26021,49102,BERRIEN CENTER,MI,0.006846146,0.003212291,0.005198663,0.006522617
26021,49113,GALIEN,MI,0.011651499,0.004189944,0.000742666,0.010771878
26021,49101,BARODA,MI,0.018189153,0.005446927,0.007797995,0.016922685
26021,49125,SAWYER,MI,0.019850263,0.010474860,0.008540661,0.018813606
26023,49094,UNION CITY,MI,0.073639274,0.061490683,0.062388592,0.072628536
26023,49082,QUINCY,MI,0.129690502,0.103726708,0.121212121,0.127871542
26023,49245,HOMER,MI,0.002219851,0.002484472,0.000000000,0.002187842
26023,49255,MONTGOMERY,MI,0.016862327,0.000621118,0.007130125,0.015627442
26023,49011,ATHENS,MI,0.001835646,0.002484472,0.000000000,0.001836224
26023,49028,BRONSON,MI,0.127086446,0.093167702,0.098039216,0.124316299
26023,49252,LITCHFIELD,MI,0.001792956,0.000000000,0.000000000,0.001640881
26023,49089,SHERWOOD,MI,0.038249733,0.008695652,0.012477718,0.035825910
26023,49227,ALLEN,MI,0.000298826,0.000000000,0.000000000,0.000273480
26023,49274,READING,MI,0.006616862,0.001242236,0.001782531,0.006172840
26023,49040,COLON,MI,0.007086446,0.000621118,0.000000000,0.006524457
26023,49092,TEKONSHA,MI,0.010160085,0.001863354,0.000000000,0.009415534
26023,49030,BURR OAK,MI,0.003287086,0.000621118,0.001782531,0.003086420
26023,49036,COLDWATER,MI,0.581173959,0.722981366,0.695187166,0.592592593
26025,49020,BEDFORD,MI,0.000000000,0.000207512,0.000000000,0.000013544
26025,49029,BURLINGTON,MI,0.011495138,0.002697655,0.000485909,0.010307184
26025,49094,UNION CITY,MI,0.005331525,0.005602822,0.000971817,0.005106187
26025,49284,SPRINGPORT,MI,0.005901660,0.000830048,0.000000000,0.005241630
26025,49068,MARSHALL,MI,0.108186819,0.136957875,0.057337221,0.107229927
26025,49015,BATTLE CREEK,MI,0.193676133,0.244241544,0.122691934,0.193019287
26025,49021,BELLEVUE,MI,0.005346934,0.000207512,0.000485909,0.004740492
26025,49245,HOMER,MI,0.033622510,0.017846026,0.012876579,0.031436234
26025,49016,BATTLE CREEK,MI,0.028722437,0.041917410,0.000242954,0.027995991
26025,49033,CERESCO,MI,0.012419680,0.000830048,0.000242954,0.010984397
26025,49037,BATTLE CREEK,MI,0.161270937,0.171197344,0.077502430,0.157248889
26025,49014,BATTLE CREEK,MI,0.149976116,0.126167255,0.097424684,0.145492469
26025,49011,ATHENS,MI,0.015717213,0.005602822,0.002915452,0.014343374
26025,49224,ALBION,MI,0.084580181,0.084457356,0.537657920,0.109830426
26025,49076,OLIVET,MI,0.008012697,0.001452584,0.000485909,0.007164915
26025,49092,TEKONSHA,MI,0.013036042,0.014525835,0.001457726,0.012487810
26025,49034,CLIMAX,MI,0.001417631,0.000000000,0.000000000,0.001246072
26025,49252,LITCHFIELD,MI,0.000631770,0.001452584,0.000242954,0.000663669
26025,49051,EAST LEROY,MI,0.016102439,0.003527703,0.000242954,0.014397551
26025,49237,CONCORD,MI,0.000169499,0.000000000,0.000485909,0.000176075
26025,49012,AUGUSTA,MI,0.000724225,0.000207512,0.000000000,0.000650125
26025,49052,FULTON,MI,0.001926129,0.002905167,0.000000000,0.001882653
26025,48813,CHARLOTTE,MI,0.000277363,0.000000000,0.000000000,0.000243797
26025,49017,BATTLE CREEK,MI,0.141454921,0.137165387,0.086248785,0.138097302
26027,49102,BERRIEN CENTER,MI,0.000319421,0.000766284,0.000000000,0.000333834
26027,49042,CONSTANTINE,MI,0.001277683,0.000766284,0.000000000,0.001235186
26027,49130,UNION,MI,0.049119818,0.062835249,0.027426160,0.049374061
26027,49045,DECATUR,MI,0.009902044,0.006130268,0.000000000,0.009581038
26027,49120,NILES,MI,0.157403464,0.082758621,0.063291139,0.152662327
26027,49095,VANDALIA,MI,0.051923623,0.011494253,0.008438819,0.049474211
26027,49067,MARCELLUS,MI,0.059589722,0.029118774,0.040084388,0.057953597
26027,49112,EDWARDSBURG,MI,0.194385292,0.265900383,0.251054852,0.198397596
26027,49099,WHITE PIGEON,MI,0.012812323,0.004597701,0.008438819,0.012385245
26027,49047,DOWAGIAC,MI,0.250745315,0.316475096,0.419831224,0.256284427
26027,49061,JONES,MI,0.031267746,0.011494253,0.012658228,0.030111834
26027,49111,EAU CLAIRE,MI,0.008979273,0.001532567,0.004219409,0.008579536
26027,49065,LAWTON,MI,0.000035491,0.000000000,0.000000000,0.000033383
26027,49031,CASSOPOLIS,MI,0.161804373,0.195402299,0.160337553,0.163244867
26027,49093,THREE RIVERS,MI,0.010434412,0.010727969,0.004219409,0.010348857
26029,49720,CHARLEVOIX,MI,0.366235801,0.523958333,0.472616633,0.376785345
26029,49795,VANDERBILT,MI,0.005148005,0.001041667,0.000000000,0.004812668
26029,49712,BOYNE CITY,MI,0.303788260,0.347916667,0.361054767,0.307441523
26029,49727,EAST JORDAN,MI,0.182530356,0.066666667,0.107505071,0.174860277
26029,49730,ELMIRA,MI,0.014101058,0.002083333,0.000000000,0.013144277
26029,49729,ELLSWORTH,MI,0.008673270,0.001041667,0.000000000,0.008072863
26029,49770,PETOSKEY,MI,0.013205752,0.010416667,0.000000000,0.012730284
26029,49796,WALLOON LAKE,MI,0.003916960,0.002083333,0.004056795,0.003829435
26029,49713,BOYNE FALLS,MI,0.063063063,0.030208333,0.046653144,0.061012213
26029,49782,BEAVER ISLAND,MI,0.039337474,0.014583333,0.008113590,0.037311116
26031,49718,CARP LAKE,MI,0.004146820,0.000999001,0.000000000,0.003918700
26031,49716,BRUTUS,MI,0.021014290,0.001998002,0.010238908,0.019854747
26031,49795,VANDERBILT,MI,0.005211544,0.002997003,0.000000000,0.005015936
26031,49765,ONAWAY,MI,0.060577192,0.016983017,0.010238908,0.057526517
26031,49770,PETOSKEY,MI,0.000336229,0.000000000,0.000000000,0.000313496
26031,49721,CHEBOYGAN,MI,0.498571028,0.631368631,0.761092150,0.509535503
26031,49749,INDIAN RIVER,MI,0.194172037,0.198801199,0.146757679,0.193688280
26031,49706,ALANSON,MI,0.026898291,0.001998002,0.000000000,0.025184179
26031,49761,MULLETT LAKE,MI,0.006780611,0.001998002,0.000000000,0.006426668
26031,49705,AFTON,MI,0.026674138,0.005994006,0.017064846,0.025445426
26031,49799,WOLVERINE,MI,0.100476324,0.042957043,0.037542662,0.096504520
26031,49717,BURT LAKE,MI,0.000112076,0.002997003,0.000000000,0.000261247
26031,49769,PELLSTON,MI,0.009918745,0.001998002,0.000000000,0.009352631
26031,49701,MACKINAW CITY,MI,0.016082936,0.086913087,0.017064846,0.019802498
26031,49792,TOWER,MI,0.000056038,0.000000000,0.000000000,0.000052249
26031,49755,LEVERING,MI,0.026506024,0.000999001,0.000000000,0.024766184
26031,49791,TOPINABEE,MI,0.002465677,0.000999001,0.000000000,0.002351220
26033,49868,NEWBERRY,MI,0.000147239,0.000000000,0.000000000,0.000132879
26033,49719,CEDARVILLE,MI,0.000196319,0.000000000,0.000000000,0.000177171
26033,49728,ECKERMAN,MI,0.022969325,0.009950249,0.000000000,0.021437746
26033,49726,DRUMMOND ISLAND,MI,0.051092025,0.022388060,0.020202020,0.048234929
26033,49736,GOETZVILLE,MI,0.022134969,0.003731343,0.000000000,0.020241839
26033,49768,PARADISE,MI,0.018503067,0.021766169,0.003367003,0.018337246
26033,49724,DAFTER,MI,0.029006135,0.011194030,0.003367003,0.027062940
26033,49752,KINROSS,MI,0.014282209,0.009328358,0.011784512,0.013863667
26033,49748,HULBERT,MI,0.004662577,0.006218905,0.003367003,0.004739336
26033,49760,MORAN,MI,0.001766871,0.000000000,0.000000000,0.001594543
26033,49774,PICKFORD,MI,0.041177914,0.026741294,0.000000000,0.039066306
26033,49780,RUDYARD,MI,0.044269939,0.018034826,0.000000000,0.041236657
26033,49783,SAULT SAINTE MARIE,MI,0.554061350,0.739427861,0.898989899,0.576338752
26033,49710,BARBEAU,MI,0.020564417,0.004353234,0.000000000,0.018868760
26033,49715,BRIMLEY,MI,0.086576687,0.042288557,0.025252525,0.081808921
26033,49793,TROUT LAKE,MI,0.007803681,0.002487562,0.000000000,0.007219737
26033,49725,DE TOUR VILLAGE,MI,0.030036810,0.024253731,0.000000000,0.028834655
26033,49788,KINCHELOE,MI,0.050748466,0.057835821,0.033670034,0.050803915
26035,48625,HARRISON,MI,0.485719943,0.281862745,0.381443299,0.476489911
26035,48632,LAKE,MI,0.165321982,0.042892157,0.027491409,0.158751760
26035,48612,BEAVERTON,MI,0.003266842,0.000000000,0.000000000,0.003097137
26035,48617,CLARE,MI,0.156362916,0.511029412,0.518900344,0.174894416
26035,48633,LAKE GEORGE,MI,0.000049498,0.000000000,0.000000000,0.000046926
26035,49679,SEARS,MI,0.000148493,0.000000000,0.000000000,0.000140779
26035,48624,GLADWIN,MI,0.026976192,0.013480392,0.000000000,0.026091037
26035,49665,MARION,MI,0.018116121,0.007352941,0.003436426,0.017503519
26035,48622,FARWELL,MI,0.144038014,0.143382353,0.068728522,0.142984514
26037,48822,EAGLE,MI,0.047102357,0.010536879,0.000000000,0.044252814
26037,48848,LAINGSBURG,MI,0.034999861,0.006522830,0.000000000,0.032815243
26037,48879,SAINT JOHNS,MI,0.215953037,0.302057200,0.371859296,0.223587731
26037,48808,BATH,MI,0.073644381,0.025589563,0.113065327,0.071981824
26037,48823,EAST LANSING,MI,0.118660101,0.057200201,0.065326633,0.114401528
26037,48837,GRAND LEDGE,MI,0.024399744,0.030607125,0.010050251,0.024424249
26037,48873,PEWAMO,MI,0.003728125,0.000501756,0.002512563,0.003537127
26037,48875,PORTLAND,MI,0.004757533,0.000501756,0.000000000,0.004440772
26037,48894,WESTPHALIA,MI,0.025011824,0.015052684,0.008793970,0.024166064
26037,48906,LANSING,MI,0.101299279,0.192172604,0.114321608,0.106242900
26037,48853,MAPLE RAPIDS,MI,0.003199510,0.000501756,0.000000000,0.002994940
26037,48820,DEWITT,MI,0.234955346,0.269443051,0.255025126,0.237142415
26037,48807,BANNISTER,MI,0.000166931,0.000000000,0.000000000,0.000154911
26037,48840,HASLETT,MI,0.013855271,0.019568490,0.005025126,0.013967779
26037,48831,ELSIE,MI,0.027348858,0.016557953,0.017587940,0.026592998
26037,48871,PERRINTON,MI,0.000111287,0.000000000,0.000000000,0.000103274
26037,48951,LANSING,MI,0.000000000,0.000501756,0.000000000,0.000025818
26037,48866,OVID,MI,0.039506997,0.031610637,0.025125628,0.038805122
26037,48835,FOWLER,MI,0.029045989,0.020572002,0.011306533,0.028245378
26037,48833,EUREKA,MI,0.000000000,0.000501756,0.000000000,0.000025818
26037,48845,HUBBARDSTON,MI,0.002253568,0.000000000,0.000000000,0.002091294
26039,49738,GRAYLING,MI,0.682342403,0.882352941,0.967391304,0.695793559
26039,49756,LEWISTON,MI,0.001567574,0.000000000,0.000000000,0.001468583
26039,49733,FREDERIC,MI,0.106259098,0.062745098,0.032608696,0.103220392
26039,48653,ROSCOMMON,MI,0.209830926,0.054901961,0.000000000,0.199517466
26041,49818,CORNELL,MI,0.024185274,0.001717230,0.002092050,0.021990129
26041,49854,MANISTIQUE,MI,0.003029267,0.000000000,0.000000000,0.002732240
26041,49894,WELLS,MI,0.014364587,0.005151689,0.004184100,0.013440860
26041,49878,RAPID RIVER,MI,0.117603948,0.021751574,0.025104603,0.108276044
26041,49872,PERKINS,MI,0.004299604,0.000572410,0.000000000,0.003922087
26041,49817,COOKS,MI,0.002882689,0.004006869,0.002092050,0.002952582
26041,49835,GARDEN,MI,0.028191723,0.005151689,0.002092050,0.025868147
26041,49880,ROCK,MI,0.023208091,0.002862049,0.006276151,0.021285034
26041,49829,ESCANABA,MI,0.455709190,0.778477390,0.682008368,0.485325225
26041,49837,GLADSTONE,MI,0.240240387,0.155695478,0.154811715,0.231931958
26041,49895,WETMORE,MI,0.011775053,0.002289639,0.083682008,0.012559492
26041,49864,NAHMA,MI,0.003273562,0.000000000,0.000000000,0.002952582
26041,49807,BARK RIVER,MI,0.071236625,0.022323984,0.037656904,0.066763617
26043,49873,PERRONVILLE,MI,0.000072929,0.000000000,0.002392344,0.000129702
26043,49892,VULCAN,MI,0.076648191,0.009302326,0.011961722,0.069260700
26043,49877,RALPH,MI,0.000000000,0.000000000,0.004784689,0.000129702
26043,49870,NORWAY,MI,0.125510502,0.115503876,0.122009569,0.124578470
26043,49815,CHANNING,MI,0.020201284,0.003100775,0.009569378,0.018482490
26043,49834,FOSTER CITY,MI,0.020638856,0.003100775,0.016746411,0.019066148
26043,49920,CRYSTAL FALLS,MI,0.000437573,0.000000000,0.000000000,0.000389105
26043,49852,LORETTO,MI,0.004813302,0.001550388,0.004784689,0.004539559
26043,49876,QUINNESEC,MI,0.032963827,0.010077519,0.004784689,0.030285344
26043,49831,FELCH,MI,0.033984831,0.001550388,0.002392344,0.030415045
26043,49881,SAGOLA,MI,0.015242124,0.006201550,0.002392344,0.014137484
26043,49802,KINGSFORD,MI,0.238185531,0.196124031,0.229665072,0.234435798
26043,49801,IRON MOUNTAIN,MI,0.431301050,0.653488372,0.588516746,0.454150454
26045,49014,BATTLE CREEK,MI,0.000019574,0.000000000,0.000000000,0.000017467
26045,48842,HOLT,MI,0.000234893,0.000000000,0.000000000,0.000209607
26045,48827,EATON RAPIDS,MI,0.120833089,0.077901844,0.072231834,0.115982533
26045,48890,SUNFIELD,MI,0.010472332,0.008309530,0.002162630,0.009991266
26045,48917,LANSING,MI,0.263021904,0.387951182,0.466695502,0.279650655
26045,48897,WOODLAND,MI,0.000626382,0.000000000,0.000000000,0.000558952
26045,48837,GRAND LEDGE,MI,0.159688375,0.132692807,0.154844291,0.157676856
26045,48813,CHARLOTTE,MI,0.182649206,0.182290314,0.155709343,0.181537118
26045,48906,LANSING,MI,0.007203398,0.002077382,0.001730104,0.006637555
26045,48876,POTTERVILLE,MI,0.036428054,0.017138406,0.009948097,0.034061135
26045,49284,SPRINGPORT,MI,0.002779572,0.000519346,0.000000000,0.002515284
26045,48911,LANSING,MI,0.049053575,0.014541677,0.095588235,0.048611354
26045,48908,LANSING,MI,0.013428074,0.051934562,0.000865052,0.015510917
26045,49076,OLIVET,MI,0.025818701,0.019475461,0.019463668,0.025135371
26045,48861,MULLIKEN,MI,0.012997436,0.005453129,0.001297578,0.012017467
26045,49073,NASHVILLE,MI,0.003895316,0.000259673,0.000000000,0.003493450
26045,49021,BELLEVUE,MI,0.029988060,0.017138406,0.011245675,0.028366812
26045,48821,DIMONDALE,MI,0.052244211,0.070111659,0.004757785,0.051528384
26045,48849,LAKE ODESSA,MI,0.001389786,0.003635419,0.000000000,0.001484716
26045,49264,ONONDAGA,MI,0.000215319,0.000000000,0.000000000,0.000192140
26045,49096,VERMONTVILLE,MI,0.027012743,0.008569203,0.003460208,0.024820961
26047,49720,CHARLEVOIX,MI,0.000084477,0.000000000,0.000000000,0.000074058
26047,49718,CARP LAKE,MI,0.021077086,0.008460919,0.001177856,0.019292009
26047,49722,CONWAY,MI,0.000168955,0.000805802,0.000000000,0.000222173
26047,49740,HARBOR SPRINGS,MI,0.293009504,0.277195810,0.248527680,0.290157743
26047,49755,LEVERING,MI,0.037888068,0.001611604,0.002355713,0.033437014
26047,49770,PETOSKEY,MI,0.472565998,0.651490733,0.667844523,0.495149226
26047,49764,ODEN,MI,0.000084477,0.000402901,0.000000000,0.000111086
26047,49713,BOYNE FALLS,MI,0.002703273,0.000000000,0.000000000,0.002369844
26047,49723,CROSS VILLAGE,MI,0.000042239,0.000402901,0.000000000,0.000074058
26047,49716,BRUTUS,MI,0.011995776,0.006043513,0.001177856,0.011108643
26047,49769,PELLSTON,MI,0.034171067,0.021756648,0.010600707,0.032289121
26047,49701,MACKINAW CITY,MI,0.019725449,0.010475423,0.009422850,0.018551433
26047,49706,ALANSON,MI,0.106483633,0.021353747,0.058892815,0.097163593
26049,48458,MOUNT MORRIS,MI,0.050398381,0.027890839,0.040335337,0.048672338
26049,48506,FLINT,MI,0.062612867,0.046440248,0.082726985,0.062116855
26049,48519,BURTON,MI,0.018580048,0.010342297,0.009332490,0.017796873
26049,48746,MILLINGTON,MI,0.001696851,0.000000000,0.000000000,0.001541190
26049,48423,DAVISON,MI,0.079268553,0.045172483,0.082094274,0.077145612
26049,48532,FLINT,MI,0.047018898,0.078067659,0.084150585,0.050032718
26049,48480,GRAND BLANC,MI,0.003934041,0.017415093,0.000316356,0.004705366
26049,48473,SWARTZ CREEK,MI,0.049194470,0.030960165,0.036855425,0.047682188
26049,48507,FLINT,MI,0.075822712,0.139654367,0.118791522,0.081110518
26049,48503,FLINT,MI,0.061423175,0.059785147,0.110408099,0.062650675
26049,48462,ORTONVILLE,MI,0.000213291,0.000000000,0.000000000,0.000193725
26049,48451,LINDEN,MI,0.034382569,0.020017348,0.014552357,0.032916035
26049,48457,MONTROSE,MI,0.013963475,0.006071929,0.009332490,0.013328282
26049,48529,BURTON,MI,0.023556847,0.034429839,0.013761468,0.023991769
26049,48429,DURAND,MI,0.000630394,0.000200173,0.000000000,0.000585480
26049,48421,COLUMBIAVILLE,MI,0.000554558,0.000000000,0.000000000,0.000503685
26049,48418,BYRON,MI,0.002749089,0.000467071,0.000316356,0.002535645
26049,48504,FLINT,MI,0.072822414,0.069660372,0.037329959,0.071652431
26049,48509,BURTON,MI,0.020537589,0.035430707,0.014236001,0.021326973
26049,48460,NEW LOTHROP,MI,0.000061618,0.000000000,0.000000000,0.000055965
26049,48464,OTTER LAKE,MI,0.000360225,0.000266898,0.000000000,0.000344400
26049,48501,FLINT,MI,0.008308884,0.014412491,0.000158178,0.008480851
26049,48411,ATLAS,MI,0.000402884,0.000066724,0.000474533,0.000383145
26049,48420,CLIO,MI,0.045416842,0.037232268,0.038595381,0.044703127
26049,48430,FENTON,MI,0.055759104,0.081870955,0.041758937,0.057062784
26049,48550,FLINT,MI,0.000000000,0.000000000,0.000158178,0.000004305
26049,48531,FLINT,MI,0.003787107,0.004870888,0.000316356,0.003762571
26049,48437,GENESEE,MI,0.001720550,0.000600520,0.003638089,0.001700475
26049,48417,BURT,MI,0.000047398,0.000000000,0.000000000,0.000043050
26049,48415,BIRCH RUN,MI,0.000327047,0.000000000,0.000000000,0.000297045
26049,48442,HOLLY,MI,0.002464700,0.003736572,0.000632711,0.002496900
26049,48433,FLUSHING,MI,0.054972296,0.033495696,0.026890225,0.052822358
26049,48505,FLINT,MI,0.062797719,0.051044238,0.028155647,0.061096570
26049,48502,FLINT,MI,0.002758568,0.044972309,0.023568491,0.006048526
26049,48436,GAINES,MI,0.006303945,0.009074531,0.001265422,0.006345571
26049,48439,GRAND BLANC,MI,0.110693481,0.082137853,0.158652325,0.110156358
26049,48438,GOODRICH,MI,0.010716706,0.007272970,0.012337868,0.010538642
26049,48463,OTISVILLE,MI,0.009389560,0.005271235,0.007276178,0.009066331
26049,48449,LENNON,MI,0.004351144,0.001668112,0.001581778,0.004102666
26051,48613,BENTLEY,MI,0.002360044,0.002583979,0.000000000,0.002347663
26051,48612,BEAVERTON,MI,0.320965971,0.253229974,0.235632184,0.317456177
26051,48628,HOPE,MI,0.013062569,0.003875969,0.000000000,0.012573038
26051,48624,GLADWIN,MI,0.590944018,0.709302326,0.764367816,0.597297579
26051,48618,COLEMAN,MI,0.004006586,0.001291990,0.000000000,0.003860601
26051,48652,RHODES,MI,0.023600439,0.014211886,0.000000000,0.023007095
26051,48610,ALGER,MI,0.045060373,0.015503876,0.000000000,0.043457846
26053,49968,WAKEFIELD,MI,0.138438725,0.122758621,0.114173228,0.136756238
26053,49947,MARENISCO,MI,0.033153268,0.013793103,0.007874016,0.031190019
26053,49959,RAMSAY,MI,0.030928927,0.000000000,0.003937008,0.028119002
26053,49925,EWEN,MI,0.000105921,0.000000000,0.000000000,0.000095969
26053,49969,WATERSMEET,MI,0.082406525,0.026206897,0.019685039,0.076967370
26053,49911,BESSEMER,MI,0.198495922,0.176551724,0.248031496,0.198176583
26053,49938,IRONWOOD,MI,0.516470713,0.660689655,0.606299213,0.528694818
26055,49680,SOUTH BOARDMAN,MI,0.000037484,0.000000000,0.000000000,0.000032369
26055,49673,OLD MISSION,MI,0.000000000,0.000160102,0.000000000,0.000016185
26055,49683,THOMPSONVILLE,MI,0.001405653,0.000000000,0.000000000,0.001213848
26055,49684,TRAVERSE CITY,MI,0.168378439,0.365834134,0.437528604,0.197857154
26055,49696,TRAVERSE CITY,MI,0.104730490,0.079570925,0.039359268,0.099875378
26055,49620,BUCKLEY,MI,0.010083215,0.000640410,0.000915332,0.008804441
26055,49637,GRAWN,MI,0.034522828,0.012487992,0.004576659,0.031236344
26055,49633,FIFE LAKE,MI,0.015593373,0.004642972,0.003203661,0.014048263
26055,49643,INTERLOCHEN,MI,0.047098733,0.016490554,0.005949657,0.042549404
26055,49666,MAYFIELD,MI,0.000000000,0.000160102,0.000000000,0.000016185
26055,49686,TRAVERSE CITY,MI,0.275901492,0.300832533,0.387185355,0.282357130
26055,49685,TRAVERSE CITY,MI,0.212740835,0.157380724,0.093821510,0.202939130
26055,49649,KINGSLEY,MI,0.057538046,0.013928915,0.003203661,0.051208183
26055,49690,WILLIAMSBURG,MI,0.065447185,0.034422030,0.023798627,0.060838040
26055,49610,ACME,MI,0.006522228,0.013448607,0.000457666,0.007007947
26057,48662,WHEELER,MI,0.031799651,0.019201229,0.000000000,0.030119211
26057,48856,MIDDLETON,MI,0.023005242,0.017665131,0.004115226,0.022154236
26057,48637,MERRILL,MI,0.006057076,0.004608295,0.000000000,0.005802300
26057,48806,ASHLEY,MI,0.043273151,0.025345622,0.008230453,0.041143581
26057,48801,ALMA,MI,0.310891089,0.453917051,0.508230453,0.325772761
26057,48615,BRECKENRIDGE,MI,0.061386139,0.040706605,0.051440329,0.059710940
26057,48871,PERRINTON,MI,0.053115900,0.028417819,0.018518519,0.050532757
26057,48874,POMPEII,MI,0.004484566,0.003840246,0.000000000,0.004325351
26057,48847,ITHACA,MI,0.161386139,0.177419355,0.148148148,0.162147906
26057,48880,SAINT LOUIS,MI,0.157949913,0.184331797,0.257201646,0.162306150
26057,48879,SAINT JOHNS,MI,0.003552708,0.000000000,0.000000000,0.003217639
26057,48845,HUBBARDSTON,MI,0.000698893,0.000000000,0.000000000,0.000632978
26057,48811,CARSON CITY,MI,0.008386721,0.006144393,0.000000000,0.008017723
26057,48818,CRYSTAL,MI,0.000116482,0.000000000,0.000000000,0.000105496
26057,48614,BRANT,MI,0.000698893,0.000000000,0.000000000,0.000632978
26057,48891,VESTABURG,MI,0.000116482,0.000000000,0.000000000,0.000105496
26057,48831,ELSIE,MI,0.001397787,0.000000000,0.000000000,0.001265956
26057,48832,ELWELL,MI,0.037507280,0.009216590,0.000000000,0.034602806
26057,48889,SUMNER,MI,0.034478742,0.008448541,0.000000000,0.031807153
26057,48807,BANNISTER,MI,0.015375655,0.006912442,0.000000000,0.014400253
26057,48883,SHEPHERD,MI,0.001514269,0.000000000,0.000000000,0.001371453
26057,48862,NORTH STAR,MI,0.002213162,0.003072197,0.000000000,0.002215424
26057,48877,RIVERDALE,MI,0.040069889,0.009984639,0.004115226,0.037081971
26057,48830,ELM HALL,MI,0.000524170,0.000768049,0.000000000,0.000527482
26059,49252,LITCHFIELD,MI,0.051023965,0.034621578,0.098039216,0.051266513
26059,49258,MOSHERVILLE,MI,0.001917211,0.000000000,0.005347594,0.001898760
26059,49247,HUDSON,MI,0.028235294,0.019323671,0.014260250,0.027471418
26059,49257,MOSCOW,MI,0.000000000,0.000000000,0.001782531,0.000040399
26059,49271,PITTSFORD,MI,0.042788671,0.023349436,0.005347594,0.040964732
26059,49233,CEMENT CITY,MI,0.038039216,0.008856683,0.021390374,0.036197633
26059,49249,JEROME,MI,0.076252723,0.010466989,0.028520499,0.071870076
26059,49250,JONESVILLE,MI,0.118257081,0.185990338,0.181818182,0.123096190
26059,49227,ALLEN,MI,0.025577342,0.011272142,0.021390374,0.024764675
26059,49082,QUINCY,MI,0.007668845,0.004830918,0.005347594,0.007473842
26059,49262,NORTH ADAMS,MI,0.025838780,0.022544283,0.008912656,0.025289864
26059,49255,MONTGOMERY,MI,0.020392157,0.004025765,0.012477718,0.019391589
26059,49282,SOMERSET CENTER,MI,0.007712418,0.000805153,0.003565062,0.007271846
26059,49242,HILLSDALE,MI,0.303224401,0.545088567,0.486631016,0.319516826
26059,49288,WALDRON,MI,0.025185185,0.026570048,0.012477718,0.024966671
26059,49266,OSSEO,MI,0.070457516,0.033816425,0.021390374,0.067506969
26059,49232,CAMDEN,MI,0.065010893,0.017713366,0.017825312,0.061568295
26059,49274,READING,MI,0.082527233,0.037842190,0.053475936,0.079626712
26059,49246,HORTON,MI,0.003355120,0.002415459,0.000000000,0.003231931
26059,49220,ADDISON,MI,0.006274510,0.008856683,0.000000000,0.006261867
26059,49281,SOMERSET,MI,0.000000000,0.000805153,0.000000000,0.000040399
26059,49239,FRONTIER,MI,0.000000000,0.000805153,0.000000000,0.000040399
26059,49245,HOMER,MI,0.000174292,0.000000000,0.000000000,0.000161597
26059,49241,HANOVER,MI,0.000087146,0.000000000,0.000000000,0.000080798
26061,49934,HUBBELL,MI,0.022743498,0.008375209,0.009955752,0.020426401
26061,49905,ATLANTIC MINE,MI,0.046965834,0.007035176,0.005530973,0.040299587
26061,49965,TOIVOLA,MI,0.015604284,0.004690117,0.001106195,0.013660156
26061,49963,SOUTH RANGE,MI,0.022896481,0.001340034,0.017699115,0.019958296
26061,49922,DOLLAR BAY,MI,0.017695054,0.006030151,0.005530973,0.015745351
26061,49955,PAINESDALE,MI,0.010657828,0.000000000,0.001106195,0.008936550
26061,49958,PELKIE,MI,0.022233554,0.003015075,0.000000000,0.018936976
26061,49967,TROUT CREEK,MI,0.007955125,0.001005025,0.000000000,0.006766245
26061,49805,ALLOUEZ,MI,0.001223865,0.000335008,0.001106195,0.001106430
26061,49961,SIDNAW,MI,0.003161652,0.000000000,0.001106195,0.002680965
26061,49916,CHASSELL,MI,0.077511474,0.012060302,0.014380531,0.066768799
26061,49952,NISULA,MI,0.002957675,0.000000000,0.001106195,0.002510745
26061,49917,COPPER CITY,MI,0.005864355,0.000670017,0.006637168,0.005234265
26061,49913,CALUMET,MI,0.220193779,0.142713568,0.170353982,0.208434401
26061,49930,HANCOCK,MI,0.185160632,0.131658291,0.273230088,0.181752415
26061,49921,DODGEVILLE,MI,0.014482407,0.001340034,0.014380531,0.012809056
26061,49931,HOUGHTON,MI,0.229933707,0.654941374,0.440265487,0.292012426
26061,49945,LAKE LINDEN,MI,0.091891892,0.024790620,0.036504425,0.081237499
26061,49901,AHMEEK,MI,0.000866905,0.000000000,0.000000000,0.000723435
26063,48468,PORT HOPE,MI,0.048914147,0.017303533,0.007731959,0.046129498
26063,48456,MINDEN CITY,MI,0.003298153,0.000000000,0.000000000,0.003025648
26063,48725,CASEVILLE,MI,0.109650903,0.043258832,0.056701031,0.104408137
26063,48467,PORT AUSTIN,MI,0.116297950,0.077865898,0.090206186,0.113345436
26063,48441,HARBOR BEACH,MI,0.113253501,0.113193944,0.095360825,0.112926500
26063,48735,GAGETOWN,MI,0.007205196,0.002883922,0.000000000,0.006796071
26063,48720,BAY PORT,MI,0.032524863,0.014419611,0.018041237,0.031094354
26063,48475,UBLY,MI,0.043890806,0.041816871,0.059278351,0.044034818
26063,48445,KINDE,MI,0.037751167,0.025955299,0.015463918,0.036587069
26063,48470,RUTH,MI,0.017708545,0.008651766,0.002577320,0.016850533
26063,48754,OWENDALE,MI,0.022782626,0.012977650,0.010309278,0.021924312
26063,48432,FILION,MI,0.016541506,0.011535689,0.007731959,0.016059210
